Unnamed: 0,Case Number,Project Names,Amount,Date,Beneficiaries,Beneficiary type,Number of donations,Partner,Location,Details URL,Hijri_Month
1432,P47393,تفريج كرب,250000,2024-02-08,100,المواطنون والمقيمون بالمملكة,16283,جمعية غياث للاغاثة والطوارئ,صبياء,https://ehsan.sa/projects/0/46394?amount=null,رجب
1433,P47347,ترميم مساكن الأسر المحتاجة,520000,2024-02-06,8,المواطنون,39801,جمعية بناء وتنمية مساكن,جازان,https://ehsan.sa/projects/0/46348?amount=null,رجب
1434,P47320,الكفالة التعليمية للطلاب المحتاجين,348000,2024-02-06,29,المواطنون والمقيمون بالمملكة,30629,صندوق دعم البحوث والبرامج التعليمية,الظهران,https://ehsan.sa/projects/0/46321?amount=null,رجب
1435,P47400,سقيا الماء,300000,2024-02-06,20000,المواطنون والمقيمون بالمملكة,14143,جمعية الدعوة والإرشاد وتوعية الجاليات بفيفاء,فيفاء,https://ehsan.sa/projects/0/46401?amount=null,رجب
1436,P47523,توفير الأجهزة الكهربائية للمحتاجين,196000,2024-02-06,98,المواطنون,8634,جمعية الغوطة الخيرية بموقق,موقق,https://ehsan.sa/projects/0/46524?amount=null,رجب
1437,P47297,إعانة أسر السجناء,300000,2024-02-05,600,المواطنون,19689,جمعية ايأدي الأمل للتوعية بأضرار المخدرات ورعاية المتعافين,محايل عسير,https://ehsan.sa/projects/0/46298?amount=null,رجب
1438,P47321,رعاية أطفال الأسر المنفصلة,59000,2024-02-05,100,المواطنون,3653,جمعية تنمية المجتمعات الريفية بمنطقة الرياض,الرياض,https://ehsan.sa/projects/0/46322?amount=null,رجب
1439,P47524,رحلات العمرة للمحتاجين,64680,2024-02-05,588,المواطنون والمقيمون بالمملكة,1875,جمعية الدعوة والإرشاد وتوعية الجاليات بصبيح,صبيح,https://ehsan.sa/projects/0/46525?amount=null,رجب
1440,P47525,العمليات الجراحية للمحتاجين,213000,2024-02-05,3,المقيمون بالمملكة,7947,الجمعية السعودية الخيرية لرعاية مرضى القلب بالمدينة المنورة قلوبنا,المدينة المنورة,https://ehsan.sa/projects/0/46526?amount=null,رجب
1441,P47526,السلال الغذائية للأسر المحتاجة,120800,2024-02-05,302,المواطنون والمقيمون بالمملكة,7260,جمعية البر الأهلية برجال المع,رجال ألمع,https://ehsan.sa/projects/0/46527?amount=null,رجب
1442,P47527,تصحيح سورة الفاتحة لغير المتقنين,150000,2024-02-05,25,المواطنون والمقيمون بالمملكة,13490,الجمعية الخيرية لتحفيظ القرآن الكريم بمحافظة الطائف فرقان,الطائف,https://ehsan.sa/projects/0/46528?amount=null,رجب
1443,P47508,طفل بحاجة إلى علاج الأطراف السفلية,84850,2024-02-05,1,المواطنون,1965,جمعية عناية الصحية,الرياض,https://ehsan.sa/projects/0/46509?amount=null,رجب
1444,P47537,سقيا الماء,225000,2024-02-05,150,المواطنون,17048,الجمعية الخيرية بفيفاء,فيفاء,https://ehsan.sa/projects/0/46538?amount=null,رجب
1445,P47538,دعم حلقات القرآن الكريم,163200,2024-02-05,64,المواطنون,14514,الجمعية الخيرية لتحفيظ القران الكريم برفحاء (كرام),رفحاء,https://ehsan.sa/projects/0/46539?amount=null,رجب
1446,P47539,سداد إيجار منازل الأسر المحتاجة,100000,2024-02-05,10,المواطنون,5465,الجمعية الخيرية بالقويعية,القويعية,https://ehsan.sa/projects/0/46540?amount=null,رجب
1447,P47540,سداد إيجار منازل الأسر المحتاجة,320000,2024-02-05,32,المواطنون والمقيمون بالمملكة,19468,جمعية البر الأهلية ببالشهم,بالشهم,https://ehsan.sa/projects/0/46541?amount=null,رجب
1448,P47531,تفريج كرب الأسر المحتاجة,240000,2024-02-05,96,المواطنون,16486,جمعية البر الخيرية بمصدة,مصدة,https://ehsan.sa/projects/0/46532?amount=null,رجب
1449,P47532,الكسوة الشتوية للمحتاجين,122000,2024-02-05,488,المواطنون والمقيمون بالمملكة,8326,جمعية البر الخيرية بالقريات,القريات,https://ehsan.sa/projects/0/46533?amount=null,رجب
1450,P47533,رحلات العمرة للمحتاجين,24000,2024-02-05,200,المواطنون والمقيمون بالمملكة,1746,جمعية الدعوة والإرشاد وتوعية الجاليات بوسط بيشة,بيشة,https://ehsan.sa/projects/0/46534?amount=null,رجب
1451,P47534,إزالة الماء الأبيض لمريضة,29400,2024-02-05,1,المواطنون,1424,جمعية مرضى الكلى بحائل,حائل,https://ehsan.sa/projects/0/46535?amount=null,رجب
1452,P47521,تفريج كرب الأسر المحتاجة,300000,2024-02-05,100,المواطنون,21815,جمعية البر الخيرية بروضة هباس,روضة هباس,https://ehsan.sa/projects/0/46522?amount=null,رجب
1453,P47489,سداد إيجارات الأسر المعسرة,198000,2024-02-05,66,المواطنون,9352,جمعية البر الخيرية ببريدة,بريدة,https://ehsan.sa/projects/0/46490?amount=null,رجب
1454,P47512,تفريج كرب الأسر المحتاجة,364500,2024-02-05,81,المواطنون,19071,جمعية البر الخيرية بربوع العين,أضم,https://ehsan.sa/projects/0/46513?amount=null,رجب
1455,P47513,إعانة أسر السجناء,300070,2024-02-05,74,المواطنون,9817,جمعية ايأدي الأمل للتوعية بأضرار المخدرات ورعاية المتعافين,محايل عسير,https://ehsan.sa/projects/0/46514?amount=null,رجب
1456,P47514,دعم حلقات القرآن الكريم,127500,2024-02-05,255,المواطنون والمقيمون بالمملكة,8263,الجمعية الخيرية لتحفيظ القرآن الكريم بمحافظة بلقرن,بلقرن,https://ehsan.sa/projects/0/46515?amount=null,رجب
1457,P47515,عملية جراحية لفتاة مصابة في الحرب,86000,2024-02-05,1,المقيمون بالمملكة,5103,جمعية رحماء الصحية,الرياض,https://ehsan.sa/projects/0/46516?amount=null,رجب
1458,P47516,التدخل السريع للحالات الطبية العاجلة,294000,2024-02-05,7,المواطنون والمقيمون بالمملكة,13152,جمعية أطباء طيبة الطبية الخيرية حياة,المدينة المنورة,https://ehsan.sa/projects/0/46517?amount=null,رجب
1459,P47517,السلال الغذائية للأسر المحتاجة,163100,2024-02-05,233,المواطنون,8188,جمعية البر الخيرية بالسرح,السرح,https://ehsan.sa/projects/0/46518?amount=null,رجب
1460,P47518,سقيا الماء,300000,2024-02-05,300000,المواطنون والمقيمون بالمملكة,23903,وفد الرحمن,مكة المكرمة,https://ehsan.sa/projects/0/46520?amount=null,رجب
1461,P47495,تفريج كربة,300000,2024-02-05,30,المواطنون,19488,الجمعية الخيرية بشقراء,شقراء,https://ehsan.sa/projects/0/46496?amount=null,رجب
1462,P47500,الكسوة الشتوية للمحتاجين,300000,2024-02-05,600,المواطنون,23391,جمعية البر الخيرية بالجله وتبراك,الجلة وتبراك,https://ehsan.sa/projects/0/46501?amount=null,رجب
1463,P47503,عملية جراحية لاستئصال تقرحات الثدي,45300,2024-02-05,1,المقيمون بالمملكة,3285,جمعية عناية الصحية,الرياض,https://ehsan.sa/projects/0/46504?amount=null,رجب
1464,P47376,سخانات المياه للأسر المحتاجة,151600,2024-02-05,379,المواطنون,12554,الجمعية الخيرية بمحافظة سميراء,سميراء,https://ehsan.sa/projects/0/46377?amount=null,رجب
1465,P47409,سقيا الماء,72420,2024-02-05,426,المواطنون,27688,جمعية البر الخيرية برويضة العرض,الرويضة,https://ehsan.sa/projects/0/46410?amount=null,رجب
1466,P47357,عمليات استبدال المفاصل للمحتاجين,360000,2024-02-05,40,المواطنون,30087,الجمعية الخيرية لاكرام المسنين,بلجرشي,https://ehsan.sa/projects/0/46358?amount=null,رجب
1467,P47390,سقيا الماء,120000,2024-02-04,2000,المواطنون والمقيمون بالمملكة,10314,جمعية التنمية الأهلية بالمضايا,المضايا,https://ehsan.sa/projects/0/46391?amount=null,رجب
1468,P47402,كفالة الأرامل والمطلقات,90000,2024-01-25,60,المواطنون,6003,جمعية البر الأهلية بالمحلاني,المحلاني,https://ehsan.sa/projects/0/46404?amount=null,رجب
1469,P47404,دعم المقبلين على الزواج,100000,2024-01-25,10,المواطنون,5985,جمعية التنمية الإجتماعية بأرطاوي الرقاص,ساجر,https://ehsan.sa/projects/0/46405?amount=null,رجب
1470,P47410,سقيا الماء,168000,2024-01-25,400,المواطنون,14707,جمعية الخدمات الانسانية بمركز سد الملك فهد والقرى التابعة له,بيشة,https://ehsan.sa/projects/0/46411?amount=null,رجب
1471,P47411,السلال الغذائية للأسر المحتاجة,100000,2024-01-25,100,المواطنون والمقيمون بالمملكة,7316,جمعية ساند الخيرية لمرضى سرطان الأطفال,جدة,https://ehsan.sa/projects/0/46412?amount=null,رجب
1472,P47415,الكسوة الشتوية للأسر المحتاجة,200000,2024-01-25,200,المواطنون والمقيمون بالمملكة,18934,جمعية البر الاهلية بالثندوة,ساجر,https://ehsan.sa/projects/0/46416?amount=null,رجب
1473,P47416,توفير الدفايات للأسر المحتاجة,94770,2024-01-25,351,المواطنون والمقيمون بالمملكة,1753,جمعية البر الخيرية بعشيرة,عشيرة,https://ehsan.sa/projects/0/46417?amount=null,رجب
1474,P47420,توفير البطانيات للأسر المحتاجة,19980,2024-01-25,111,المواطنون,1299,جمعية ساعي لخدمة الارامل والمطلقات بمركز فضلا,مركز فضلا,https://ehsan.sa/projects/0/46421?amount=null,رجب
1475,P47421,الكسوة الشتوية للأسر المحتاجة,60600,2024-01-25,202,المواطنون,10000,جمعية شآبيب رحمة لذوي الإحتياجات الخاصة,نجران,https://ehsan.sa/projects/0/46422?amount=null,رجب
1476,P47423,العمليات الجراحية للمحتاجين,90000,2024-01-25,6,المواطنون والمقيمون بالمملكة,4396,جمعية مراس الصحية,أبها,https://ehsan.sa/projects/0/46424?amount=null,رجب
1477,P47407,توزيع اللحوم على الأسر المحتاجة,75000,2024-01-25,50,المواطنون,4499,الجمعية الخيرية بالقويعية,القويعية,https://ehsan.sa/projects/0/46408?amount=null,رجب
1478,P47432,عملية جراحية لمريض يعاني من الفشل الكلوي,40000,2024-01-25,1,المواطنون والمقيمون بالمملكة,2164,ربيع طيبة لرعاية مرضى الفشل الكلوي,المدينة المنورة,https://ehsan.sa/projects/0/46433?amount=null,رجب
1479,P47425,عملية زراعة فك لمريض شلل رباعي,13500,2024-01-25,1,المواطنون والمقيمون بالمملكة,1627,الجمعية الخيرية لرعاية المعاقين بحائل,حائل,https://ehsan.sa/projects/0/46426?amount=null,رجب
